137 ,임er,1234,45 ,1 ,8 
138 ,김pv,1234,42 ,1 ,7 
139 ,조sf,1234,55 ,0 ,7 
140 ,박gw,1234,16 ,0 ,1 
141 ,최lx,1234,23 ,1 ,2 
142 ,임pu,1234,4 ,1 ,0 
143 ,강sq,1234,5 ,0 ,5 
144 ,장ot,1234,53 ,1 ,4 
145 ,김sf,1234,66 ,0 ,3 
146 ,임xn,1234,38 ,1 ,6 
147 ,장rz,1234,33 ,1 ,7 
148 ,임yz,1234,51 ,1 ,3 
149 ,김kp,1234,41 ,0 ,6 
150 ,박ye,1234,62 ,1 ,5 
151 ,최xw,1234,69 ,1 ,4 
152 ,조qq,1234,32 ,0 ,0 
153 ,박tm,1234,32 ,0 ,2 
154 ,이wx,1234,12 ,0 ,0 
155 ,박sv,1234,57 ,1 ,3 
156 ,이vo,1234,44 ,0 ,3 
157 ,박jy,1234,7 ,1 ,1 
158 ,윤kz,1234,13 ,1 ,7 
159 ,박id,1234,44 ,0 ,0 
160 ,조mr,1234,41 ,0 ,8 
161 ,임qe,1234,57 ,1 ,1 
162 ,김le,1234,55 ,1 ,0 
163 ,최wj,1234,37 ,0 ,1 
164 ,강xl,1234,5 ,1 ,4 
165 ,윤pr,1234,38 ,0 ,7 
166 ,윤rw,1234,27 ,1 ,0 
167 ,김oe,1234,43 ,0 ,5 
168 ,정lj,1234,41 ,0 ,8 
169 ,김cb,1234,42 ,0 ,4 
170 ,윤wk,1234,40 ,0 ,3 
171 ,조qg,1234,46 ,0 ,0 
172 ,임xx,1234,49 ,1 ,3 
173 ,장ir,1234,10 ,0 ,8 
174 ,윤fk,1234,36 ,1 ,4 
175 ,이uc,1234,3 ,0 ,6 
176 ,윤zz,1234,31 ,0 ,1 
177 ,장vs,1234,20 ,0 ,6 
178 ,이bi,1234,54 ,0 ,8 
179 ,윤xd,1234,39 ,0 ,4 
180 ,장dd,1234,10 ,0 ,5 
181 ,임zr,1234,56 ,0 ,7 
182 ,최hp,1234,47 ,1 ,5 
183 ,최md,1234,44 ,0 ,2 
184 ,조pr,1234,38 ,1 ,2 
185 ,조xd,1234,47 ,0 ,5 
186 ,강td,1234,41 ,0 ,7 
187 ,정wy,1234,3 ,0 ,3 
188 ,김ph,1234,52 ,0 ,7 
189 ,김bo,1234,17 ,1 ,7 
190 ,임fj,1234,51 ,1 ,4 
191 ,김gb,1234,47 ,1 ,6 
192 ,윤jr,1234,29 ,0 ,4 
193 ,임ct,1234,25 ,0 ,7 
194 ,윤vf,1234,26 ,0 ,7 
195 ,정gy,1234,50 ,1 ,0 
196 ,강vn,1234,51 ,1 ,0 
197 ,이re,1234,38 ,0 ,8 
198 ,임nt,1234,20 ,1 ,0 
199 ,임rx,1234,24 ,1 ,5 
200 ,장cu,1234,69 ,1 ,6 
201 ,최go,1234,49 ,1 ,6 
202 ,윤ce,1234,11 ,0 ,1 
203 ,윤oy,1234,14 ,1 ,1 
204 ,최as,1234,7 ,1 ,8 
205 ,임vu,1234,69 ,0 ,0 
206 ,정yv,1234,46 ,0 ,1 
207 ,임zy,1234,46 ,1 ,5 
208 ,이pq,1234,64 ,0 ,7 
209 ,최hx,1234,46 ,1 ,7 
210 ,강wz,1234,68 ,1 ,7 
211 ,강gz,1234,5 ,0 ,7 
212 ,김hi,1234,17 ,0 ,7 
213 ,장ee,1234,15 ,1 ,1 
214 ,김kx,1234,43 ,1 ,3 
215 ,이is,1234,22 ,0 ,7 
216 ,박fj,1234,62 ,1 ,2 
217 ,최nh,1234,12 ,0 ,3 
218 ,임fc,1234,50 ,0 ,5 
219 ,장xm,1234,43 ,1 ,7 
220 ,정nw,1234,28 ,1 ,3 
221 ,김ca,1234,65 ,0 ,2 
222 ,최qj,1234,1 ,0 ,2 
223 ,김dm,1234,47 ,1 ,3 
224 ,장wg,1234,45 ,0 ,7 
225 ,장bl,1234,42 ,1 ,4 
226 ,조yz,1234,26 ,0 ,6 
227 ,임gf,1234,23 ,1 ,0 
228 ,장gi,1234,21 ,1 ,2 
229 ,최iu,1234,8 ,1 ,5 
230 ,김cu,1234,38 ,0 ,3 
231 ,정jt,1234,19 ,0 ,0 
232 ,김lf,1234,11 ,1 ,2 
233 ,이lk,1234,24 ,0 ,5 
234 ,박wl,1234,15 ,0 ,8 
235 ,이uz,1234,62 ,0 ,1 
236 ,강es,1234,23 ,1 ,5 
237 ,박ai,1234,12 ,1 ,7 
238 ,박yi,1234,17 ,0 ,1 
239 ,윤rt,1234,53 ,0 ,4 
240 ,윤vr,1234,9 ,1 ,3 
241 ,김ui,1234,64 ,0 ,2 
242 ,조qj,1234,61 ,0 ,2 
243 ,임li,1234,27 ,1 ,0 
244 ,임xx,1234,39 ,1 ,6 
245 ,최pe,1234,42 ,1 ,7 
246 ,정bi,1234,12 ,1 ,3 
247 ,강zh,1234,44 ,1 ,8 
248 ,윤yw,1234,62 ,0 ,8 
249 ,윤rn,1234,44 ,1 ,4 
250 ,윤ok,1234,18 ,1 ,4 
251 ,장sv,1234,66 ,0 ,6 
252 ,윤ik,1234,38 ,0 ,7 
253 ,조oy,1234,11 ,0 ,2 
254 ,정lu,1234,33 ,1 ,0 
255 ,정ss,1234,54 ,0 ,5 
256 ,이uy,1234,35 ,1 ,7 
257 ,윤cq,1234,63 ,0 ,7 
258 ,이hx,1234,37 ,1 ,4 
259 ,박pb,1234,29 ,1 ,1 
260 ,최jb,1234,24 ,1 ,8 
261 ,임mz,1234,9 ,0 ,2 
262 ,최sf,1234,41 ,0 ,6 
263 ,김ed,1234,11 ,1 ,1 
264 ,박jj,1234,2 ,1 ,5 
265 ,강bh,1234,12 ,1 ,8 
266 ,윤pv,1234,18 ,0 ,2 
267 ,정cl,1234,15 ,1 ,3 
268 ,최ah,1234,15 ,0 ,3 
269 ,최xv,1234,33 ,1 ,1 
270 ,김eg,1234,38 ,0 ,6 
271 ,강ue,1234,50 ,1 ,5 
272 ,박iu,1234,18 ,1 ,5 
273 ,임tt,1234,29 ,0 ,0 
274 ,최au,1234,20 ,0 ,3 
275 ,윤fy,1234,23 ,0 ,8 
276 ,조gr,1234,17 ,1 ,7 
277 ,장vx,1234,30 ,0 ,0 
278 ,강bl,1234,52 ,1 ,8 
279 ,장bi,1234,2 ,1 ,3 
280 ,조ir,1234,41 ,1 ,8 
281 ,최tr,1234,28 ,1 ,2 
282 ,최yu,1234,31 ,0 ,1 
283 ,조xb,1234,6 ,1 ,1 
284 ,윤mk,1234,56 ,1 ,4 
285 ,강gv,1234,43 ,1 ,5 
286 ,임ix,1234,14 ,1 ,5 
287 ,조xr,1234,18 ,0 ,8 
288 ,강tg,1234,32 ,1 ,6 
289 ,조xk,1234,57 ,0 ,5 
290 ,최ei,1234,12 ,0 ,0 
291 ,이jg,1234,33 ,1 ,0 
292 ,장zs,1234,28 ,0 ,6 
293 ,정sm,1234,68 ,0 ,0 
294 ,최yy,1234,27 ,1 ,1 
295 ,최fr,1234,35 ,1 ,6 
296 ,이uc,1234,23 ,0 ,6 
297 ,윤pb,1234,48 ,0 ,2 
298 ,이gq,1234,51 ,0 ,3 
299 ,조ef,1234,3 ,1 ,0 
300 ,김lf,1234,9 ,1 ,1 
301 ,박lb,1234,16 ,0 ,4 
302 ,박yd,1234,62 ,0 ,5 
303 ,강az,1234,20 ,0 ,1 
304 ,조lk,1234,58 ,1 ,5 
305 ,박yj,1234,56 ,1 ,2 
306 ,김pt,1234,13 ,1 ,2 
307 ,김bh,1234,68 ,1 ,6 
308 ,윤xn,1234,18 ,0 ,2 
309 ,조sm,1234,55 ,0 ,0 
310 ,정fu,1234,43 ,0 ,4 
311 ,최af,1234,42 ,1 ,4 
312 ,이mw,1234,61 ,1 ,2 
313 ,강xo,1234,16 ,1 ,7 
314 ,박nj,1234,38 ,0 ,6 
315 ,윤hi,1234,48 ,0 ,3 
316 ,임bk,1234,14 ,0 ,2 
317 ,박xn,1234,56 ,1 ,4 
318 ,최wi,1234,18 ,1 ,3 
319 ,조sk,1234,59 ,0 ,8 
320 ,임en,1234,29 ,1 ,8 
321 ,정cd,1234,15 ,0 ,4 
322 ,장xi,1234,24 ,1 ,0 
323 ,강ro,1234,29 ,1 ,2 
324 ,박bw,1234,64 ,1 ,3 
325 ,강bf,1234,20 ,1 ,0 
326 ,정sw,1234,54 ,0 ,4 
327 ,박er,1234,44 ,1 ,1 
328 ,장we,1234,56 ,0 ,7 
329 ,김pm,1234,18 ,0 ,1 
330 ,장ag,1234,55 ,1 ,0 
331 ,강pp,1234,53 ,1 ,5 
332 ,강ay,1234,50 ,1 ,4 
333 ,최nk,1234,32 ,0 ,0 
334 ,장fl,1234,61 ,0 ,8 
335 ,정ei,1234,29 ,1 ,6 
336 ,정tu,1234,47 ,1 ,5 
337 ,최sw,1234,37 ,1 ,3 
338 ,최sa,1234,9 ,0 ,4 
339 ,임tu,1234,69 ,0 ,4 
340 ,김hg,1234,34 ,1 ,3 
341 ,김ew,1234,33 ,0 ,4 
342 ,장fi,1234,24 ,0 ,7 
343 ,박in,1234,42 ,1 ,3 
344 ,조bt,1234,39 ,1 ,4 
345 ,윤cn,1234,42 ,1 ,4 
346 ,최mt,1234,62 ,0 ,1 
347 ,최sb,1234,4 ,0 ,0 
348 ,이xp,1234,34 ,1 ,3 
349 ,강eo,1234,37 ,0 ,8 
350 ,윤vt,1234,17 ,1 ,3 
351 ,정la,1234,18 ,1 ,4 
352 ,이yw,1234,21 ,1 ,2 
353 ,임vf,1234,47 ,0 ,0 
354 ,강na,1234,58 ,0 ,2 
355 ,조un,1234,59 ,1 ,1 
356 ,정zj,1234,33 ,1 ,8 
357 ,임ov,1234,61 ,0 ,2 
358 ,이vd,1234,37 ,1 ,5 
359 ,이dn,1234,22 ,0 ,7 
360 ,임do,1234,1 ,1 ,4 
361 ,윤si,1234,31 ,1 ,4 
362 ,장ox,1234,19 ,1 ,1 
363 ,조et,1234,43 ,1 ,3 
364 ,이zx,1234,48 ,1 ,7 
365 ,박ow,1234,17 ,1 ,4 
366 ,정hw,1234,57 ,1 ,5 
367 ,박fu,1234,67 ,0 ,7 
368 ,조ng,1234,67 ,0 ,3 
369 ,임kj,1234,15 ,0 ,3 
370 ,이zp,1234,54 ,0 ,7 
371 ,장ge,1234,21 ,0 ,3 
372 ,정yr,1234,58 ,1 ,1 
373 ,이ie,1234,36 ,1 ,6 
374 ,김qz,1234,49 ,1 ,8 
375 ,박bw,1234,12 ,0 ,0 
376 ,박pw,1234,15 ,0 ,4 
377 ,임ux,1234,66 ,0 ,4 
378 ,최aq,1234,46 ,0 ,1 
379 ,윤zn,1234,8 ,0 ,4 
380 ,조sy,1234,18 ,0 ,7 
381 ,정sj,1234,67 ,1 ,6 
382 ,강op,1234,66 ,1 ,0 
383 ,임lo,1234,8 ,0 ,0 
384 ,최dg,1234,34 ,1 ,7 
385 ,강eu,1234,56 ,0 ,2 
386 ,최qc,1234,23 ,1 ,4 
387 ,정fa,1234,31 ,0 ,3 
388 ,임id,1234,35 ,1 ,8 
389 ,최cw,1234,13 ,1 ,6 
390 ,임cf,1234,11 ,0 ,7 
391 ,김oh,1234,6 ,0 ,2 
392 ,이je,1234,22 ,1 ,6 
393 ,장nk,1234,16 ,1 ,5 
394 ,장oa,1234,68 ,0 ,0 
395 ,장jt,1234,19 ,1 ,5 
396 ,장bq,1234,1 ,0 ,2 
397 ,장xz,1234,60 ,0 ,3 
398 ,조xk,1234,28 ,0 ,8 
399 ,강hb,1234,28 ,0 ,6 
400 ,박rp,1234,48 ,0 ,7 
401 ,박md,1234,28 ,1 ,6 
402 ,임wj,1234,22 ,0 ,3 
403 ,이gs,1234,52 ,1 ,2 
404 ,윤mn,1234,36 ,1 ,7 
405 ,최vg,1234,17 ,0 ,6 
406 ,최cx,1234,21 ,0 ,6 
407 ,임mc,1234,55 ,0 ,2 
408 ,장dt,1234,27 ,0 ,0 
409 ,장db,1234,46 ,1 ,5 
410 ,이gx,1234,60 ,1 ,4 
411 ,강ik,1234,13 ,1 ,2 
412 ,박uc,1234,42 ,0 ,1 
413 ,강bk,1234,45 ,0 ,5 
414 ,박pf,1234,31 ,0 ,3 
415 ,김jt,1234,62 ,1 ,2 
416 ,임wj,1234,11 ,0 ,3 
417 ,조nl,1234,6 ,0 ,2 
418 ,이pa,1234,47 ,0 ,5 
419 ,조cd,1234,10 ,0 ,5 
420 ,장zf,1234,22 ,0 ,0 
421 ,임eq,1234,52 ,0 ,1 
422 ,이zj,1234,21 ,1 ,8 
423 ,최qp,1234,21 ,0 ,6 
424 ,정kr,1234,32 ,0 ,5 
425 ,윤na,1234,62 ,1 ,2 
426 ,최pc,1234,55 ,0 ,0 
427 ,최xk,1234,48 ,1 ,7 
428 ,장rt,1234,13 ,1 ,7 
429 ,장qq,1234,31 ,0 ,6 
430 ,최sf,1234,35 ,1 ,1 
431 ,이zm,1234,46 ,1 ,2 
432 ,강oq,1234,59 ,0 ,3 
433 ,윤el,1234,37 ,1 ,6 
434 ,정rs,1234,55 ,0 ,0 
435 ,장rm,1234,33 ,1 ,5 
436 ,최yj,1234,48 ,1 ,7 
437 ,박nt,1234,20 ,0 ,5 
438 ,윤bq,1234,13 ,1 ,5 
439 ,조oq,1234,31 ,1 ,2 
440 ,최hr,1234,64 ,0 ,2 
441 ,조lu,1234,43 ,0 ,0 
442 ,최zo,1234,56 ,0 ,2 
443 ,강tv,1234,26 ,0 ,0 
444 ,조th,1234,51 ,0 ,1 
445 ,임cr,1234,18 ,1 ,5 
446 ,윤ka,1234,29 ,1 ,5 
447 ,최kb,1234,35 ,1 ,7 
448 ,이nb,1234,32 ,1 ,1 
449 ,최ov,1234,41 ,1 ,4 
450 ,임dz,1234,54 ,0 ,7 
451 ,김bn,1234,29 ,1 ,3 
452 ,최xm,1234,10 ,1 ,2 
453 ,김an,1234,29 ,1 ,1 
454 ,윤jd,1234,8 ,0 ,2 
455 ,최tj,1234,16 ,1 ,3 
456 ,최ch,1234,30 ,0 ,7 
457 ,윤fm,1234,1 ,0 ,4 
458 ,조gq,1234,24 ,0 ,1 
459 ,박bh,1234,50 ,1 ,7 
460 ,김an,1234,21 ,1 ,7 
461 ,장ax,1234,52 ,1 ,6 
462 ,김bn,1234,36 ,0 ,4 
463 ,임oa,1234,23 ,1 ,0 
464 ,강lq,1234,18 ,1 ,2 
465 ,임sd,1234,9 ,0 ,2 
466 ,조jf,1234,46 ,1 ,4 
467 ,임id,1234,14 ,0 ,3 
468 ,임ii,1234,20 ,1 ,8 
469 ,임xa,1234,61 ,1 ,8 
470 ,박qy,1234,49 ,1 ,6 
471 ,김pv,1234,21 ,0 ,4 
472 ,윤nc,1234,33 ,1 ,2 
473 ,이ra,1234,36 ,1 ,7 
474 ,강gf,1234,34 ,0 ,7 
475 ,강ao,1234,7 ,1 ,7 
476 ,윤la,1234,11 ,0 ,5 
477 ,김wb,1234,50 ,1 ,3 
478 ,정ed,1234,56 ,0 ,1 
479 ,정mx,1234,22 ,1 ,2 
480 ,최bo,1234,5 ,0 ,2 
481 ,최gm,1234,42 ,0 ,3 
482 ,강ia,1234,24 ,0 ,7 
483 ,김tr,1234,57 ,0 ,4 
484 ,최jy,1234,1 ,0 ,1 
485 ,강pe,1234,53 ,0 ,4 
486 ,이ae,1234,8 ,1 ,3 
487 ,박jv,1234,23 ,1 ,1 
488 ,박mo,1234,35 ,0 ,2 
489 ,이pf,1234,22 ,1 ,3 
490 ,이oj,1234,23 ,1 ,6 
491 ,강gx,1234,40 ,1 ,2 
492 ,조bo,1234,5 ,0 ,6 
493 ,이rd,1234,68 ,0 ,6 
494 ,조nw,1234,39 ,0 ,0 
495 ,윤cl,1234,55 ,0 ,2 
496 ,박xv,1234,24 ,1 ,6 
497 ,조jd,1234,64 ,1 ,8 
498 ,이iz,1234,64 ,0 ,5 
499 ,윤ug,1234,59 ,0 ,6 
500 ,이pu,1234,61 ,0 ,7 
501 ,박ej,1234,22 ,0 ,6 
502 ,이qr,1234,35 ,1 ,1 
503 ,김pk,1234,19 ,0 ,2 
504 ,장ia,1234,64 ,0 ,3 
505 ,김dh,1234,6 ,0 ,7 
506 ,강qi,1234,62 ,0 ,6 
507 ,정sv,1234,52 ,0 ,6 
508 ,박vx,1234,12 ,0 ,7 
509 ,박sm,1234,39 ,0 ,2 
510 ,장ev,1234,26 ,1 ,6 
511 ,장lf,1234,25 ,0 ,2 
512 ,이ci,1234,39 ,1 ,0 
513 ,이sy,1234,8 ,0 ,8 
514 ,조ht,1234,27 ,0 ,6 
515 ,최ru,1234,40 ,0 ,1 
516 ,김ji,1234,47 ,0 ,5 
517 ,윤vv,1234,52 ,0 ,1 
518 ,임vl,1234,19 ,1 ,5 
519 ,이zq,1234,26 ,1 ,0 
520 ,윤qo,1234,1 ,0 ,7 
521 ,윤jq,1234,16 ,0 ,8 
522 ,임dx,1234,63 ,0 ,1 
523 ,이sk,1234,37 ,1 ,1 
524 ,김yw,1234,57 ,1 ,0 
525 ,이yh,1234,65 ,1 ,6 
526 ,정tx,1234,39 ,1 ,6 
527 ,정ch,1234,37 ,1 ,2 
528 ,장pc,1234,36 ,1 ,0 
529 ,정ew,1234,57 ,1 ,4 
530 ,윤ch,1234,25 ,1 ,2 
531 ,김et,1234,43 ,1 ,1 
532 ,최ay,1234,69 ,0 ,0 
533 ,임tm,1234,69 ,1 ,4 
534 ,임pk,1234,32 ,0 ,1 
535 ,강ir,1234,62 ,1 ,0 
536 ,김oi,1234,32 ,0 ,7 
537 ,김by,1234,27 ,0 ,1 
538 ,이sd,1234,25 ,0 ,8 
539 ,박sz,1234,52 ,0 ,7 
540 ,조qc,1234,7 ,0 ,5 
541 ,강go,1234,43 ,1 ,0 
542 ,강gg,1234,30 ,1 ,4 
543 ,장fq,1234,29 ,1 ,8 
544 ,최xx,1234,26 ,0 ,1 
545 ,장nr,1234,24 ,1 ,0 
546 ,정qd,1234,24 ,1 ,3 
547 ,윤os,1234,24 ,1 ,5 
548 ,최ka,1234,22 ,1 ,8 
549 ,이yg,1234,42 ,1 ,6 
550 ,박hu,1234,67 ,1 ,2 
551 ,박ik,1234,13 ,0 ,4 
552 ,윤sf,1234,60 ,1 ,8 
553 ,조rb,1234,24 ,1 ,8 
554 ,윤vf,1234,16 ,0 ,8 
555 ,장ca,1234,18 ,0 ,3 
556 ,윤jf,1234,17 ,0 ,5 
557 ,윤ms,1234,3 ,1 ,3 
558 ,조yv,1234,36 ,0 ,6 
559 ,최hw,1234,63 ,1 ,3 
560 ,윤cd,1234,15 ,1 ,4 
561 ,임yv,1234,45 ,0 ,4 
562 ,이gx,1234,8 ,1 ,1 
563 ,이vo,1234,33 ,0 ,5 
564 ,이bn,1234,22 ,1 ,7 
565 ,김vi,1234,55 ,0 ,0 
566 ,최qe,1234,25 ,1 ,8 
567 ,박nl,1234,44 ,0 ,1 
568 ,임zj,1234,38 ,1 ,2 
569 ,윤au,1234,21 ,1 ,4 
570 ,강ub,1234,48 ,1 ,2 
571 ,장im,1234,6 ,0 ,4 
572 ,윤fz,1234,5 ,0 ,1 
573 ,최xq,1234,30 ,0 ,4 
574 ,이hy,1234,32 ,1 ,1 
575 ,정iz,1234,12 ,1 ,6 
576 ,박cf,1234,18 ,0 ,1 
577 ,이su,1234,45 ,1 ,3 
578 ,장sn,1234,54 ,1 ,3 
579 ,이lz,1234,67 ,1 ,8 
580 ,정wg,1234,7 ,1 ,8 
581 ,강mk,1234,19 ,1 ,1 
582 ,강gb,1234,36 ,0 ,6 
583 ,박du,1234,69 ,1 ,7 
584 ,윤nh,1234,12 ,1 ,2 
585 ,김vj,1234,35 ,1 ,3 
586 ,강ad,1234,36 ,1 ,1 
587 ,정gr,1234,57 ,1 ,2 
588 ,이md,1234,42 ,1 ,8 
589 ,김ts,1234,58 ,0 ,7 
590 ,최tl,1234,8 ,1 ,0 
591 ,최jq,1234,20 ,0 ,5 
592 ,김va,1234,12 ,1 ,2 
593 ,윤jm,1234,20 ,0 ,6 
594 ,윤eq,1234,28 ,0 ,2 
595 ,박ta,1234,48 ,1 ,7 
596 ,윤eh,1234,34 ,1 ,2 
597 ,박zn,1234,18 ,0 ,2 
598 ,강cz,1234,37 ,1 ,2 
599 ,박sb,1234,35 ,0 ,7 
600 ,김zv,1234,39 ,1 ,6 
601 ,임xs,1234,25 ,0 ,5 
602 ,조mm,1234,8 ,0 ,8 
603 ,이de,1234,42 ,0 ,7 
604 ,임ke,1234,35 ,1 ,8 
605 ,윤oi,1234,16 ,1 ,7 
606 ,이rw,1234,11 ,0 ,8 
607 ,최fr,1234,25 ,1 ,0 
608 ,강bv,1234,42 ,0 ,4 
609 ,강ee,1234,38 ,0 ,8 
610 ,이ea,1234,14 ,1 ,6 
611 ,윤tm,1234,4 ,0 ,3 
612 ,박gf,1234,12 ,0 ,2 
613 ,윤en,1234,14 ,1 ,5 
614 ,장zb,1234,26 ,0 ,2 
615 ,조uv,1234,46 ,0 ,8 
616 ,임ok,1234,47 ,0 ,3 
617 ,장gr,1234,1 ,1 ,0 
618 ,이lb,1234,2 ,1 ,3 
619 ,정uo,1234,47 ,0 ,1 
620 ,강ji,1234,36 ,1 ,5 
621 ,강tu,1234,18 ,1 ,4 
622 ,강bm,1234,33 ,0 ,0 
623 ,정bk,1234,57 ,1 ,8 
624 ,박kb,1234,51 ,0 ,6 
625 ,박vi,1234,24 ,1 ,6 
626 ,조qa,1234,49 ,1 ,0 
627 ,임ag,1234,44 ,1 ,4 
628 ,김rd,1234,55 ,1 ,4 
629 ,장qb,1234,17 ,0 ,8 
630 ,김kn,1234,13 ,1 ,0 
631 ,임ft,1234,53 ,1 ,5 
632 ,박mv,1234,2 ,1 ,1 
633 ,김am,1234,23 ,1 ,1 
634 ,윤xs,1234,34 ,1 ,1 
635 ,장tw,1234,56 ,0 ,1 
